title,url,discounted_price,original_price
Mini Multi-função Início Mão serrote manual Household Carpintaria Hacksaw EDT-557675,https://www.tinydeal.com/pt/mini-multi-function-home-hand-hacksaw-household-manual-woodworking-hacksaw-p-177614.html,R$48.08,R$86.54 
Box Presure à prova de Outdoor impermeável e à prova de choque selado Survival Caixa de armazenamento SCH-545786,https://www.tinydeal.com/pt/outdoor-waterproof-shockproof-sealed-box-presure-proof-survival-storage-box-p-173885.html,R$18.42,R$33.16 
Dica magnética Two Way Cruz plana cabeça chave de fenda NLC-558210,https://www.tinydeal.com/pt/magnetic-tip-two-way-cross-flat-head-screwdriver-p-178209.html,R$24.30,R$43.74 
Alumínio Ciclismo UV400 óculos polarizados para Driving Ciclismo Golf Correndo HHI-558468,https://www.tinydeal.com/pt/aluminum-cycling-uv400-polarized-sunglasses-for-driving-cycling-running-golf-p-178016.html,R$22.33,R$40.19 
Mulheres polarizados UV400 Sunglasses Oversized Sunglasses Vintage Modern Moda RTH-573350,https://www.tinydeal.com/pt/women-polarized-uv400-sunglasses-oversized-vintage-sunglasses-modern-fashion-p-182709.html,R$25.25,R$45.45 
Estilo Pen USB recarregável Flash Light EDT-555908,https://www.tinydeal.com/pt/pen-style-usb-rechargeable-flash-light-p-177283.html,R$19.67,R$23.60 
Folha de alumínio fita adesiva fita de vedação térmica Resista Reparos duto ferramenta RTH-573533,https://www.tinydeal.com/pt/aluminium-foil-tape-adhesive-sealing-tape-thermal-resist-duct-repairs-tool-p-182724.html,R$32.50,R$58.50 
JM-8106 38 em 1 chaves de fendas Set Desmonte Ferramentas de reparo Kit PC Phone RTH-571815,https://www.tinydeal.com/pt/jm-8106-38-in-1-precision-screwdriver-set-disassemble-repair-tools-kit-pc-phone-p-182697.html,R$62.12,R$111.81 
Mão soldado Jogando Paratrooper Estilo Parachute Toy Mini Parachute Toy HHI-548306,https://www.tinydeal.com/pt/hand-throwing-soldier-paratrooper-style-parachute-toy-mini-parachute-toy-p-174623.html,R$14.90,R$26.81 
2-in-1 OTG Tipo-C USB 2.0 divisor 4 Combo Portos e SD / tf leitor de cartão ECA-559807,https://www.tinydeal.com/pt/2-in-1-otg-type-usb-20-hub-splitter-combo-4-ports-sdtf-card-reader-p-178352.html,R$31.39,R$56.49 
Rapid Speed Jump Rope Crossfit Excercise Fitness Workout Equipments Skipping HHI-582272,https://www.tinydeal.com/pt/rapid-speed-jump-rope-crossfit-excercise-fitness-workout-equipments-skipping-p-200827.html,R$37.14,R$48.27 
1M USB Type-C Cabo Data Sync Carregar Cabo para Type-C Smartphone EPACB-499503,https://www.tinydeal.com/pt/124610-pcs-1m-usb-type-cable-data-sync-charge-cable-for-type-smartphone-p-157791.html,R$9.84,R$17.71 
Smartphone anel titular da gota da água Dedo Matel Stand Holder Bracket EPA-528525,https://www.tinydeal.com/pt/smartphone-holder-water-drop-finger-ring-matel-stand-holder-bracket-p-165385.html,R$11.18,R$20.12 
Especial Lace Peixe Mantas & Cheques Net Meias DUW-285170,https://www.tinydeal.com/pt/special-lace-fish-net-plaids-checks-hosiery-p-120911.html,R$24.39,R$43.91 
T-Back Evening Partido LEELIFEPurity Lace Underwear Sexy NUL-151018,https://www.tinydeal.com/pt/leelifepurity-lace-evening-party-t-back-sexy-underwear-p-81363.html,R$17.88,R$32.18 
Car Repair Accessories Body Compound Paste Set Scratch Abrasive Paint Care HHI-572557,https://www.tinydeal.com/pt/car-repair-accessories-body-compound-paste-set-scratch-abrasive-paint-care-p-200842.html,R$13.51,R$24.30 
Unisex Matrix 28-LED Watch WWT-268591,https://www.tinydeal.com/pt/unisex-matrix-28-led-watch-p-115323.html,R$57.27,R$103.08 
Fascia Gun Muscle Massage Gun Fitness Decompose Lactic Acid Relief Pain Relax HHI-581942,https://www.tinydeal.com/pt/fascia-gun-muscle-massage-gun-fitness-decompose-lactic-acid-relief-pain-relax-p-200720.html,R$262.03,R$471.65 
EU Plug Pest Control Ultrasonic repelente para mosquitos Baratas Ratos Ratos HHI-530823,https://www.tinydeal.com/pt/eu-plug-pest-control-ultrasonic-repellent-for-mosquitoes-roaches-mice-rats-p-166065.html,R$25.25,R$45.43 
Authentic Xiaomi Mijia TONZE Baby Thermometer 60s Speed Measuring HHI-581550,https://www.tinydeal.com/pt/authentic-xiaomi-mijia-tonze-baby-thermometer-60s-speed-measuring-p-200930.html,R$33.31,R$59.96 
E27 10W 1000LM 56-LED SMD 5730 LED lâmpada branco quente Natural White Corn HLT-343120,https://www.tinydeal.com/pt/e27-10w-1000lm-56-led-smd-5730-led-warm-white-natural-white-corn-bulb-p-138255.html,R$14.64,R$26.35 
Wireless Mouse Vertical Mouse Ergonomic Optical 2400 DPI 6 Buttons Mause ECAMS-582851,https://www.tinydeal.com/pt/wireless-mouse-vertical-mouse-ergonomic-optical-2400-dpi-6-buttons-mause-p-200748.html,R$67.18,R$120.91 
1/2/4 / 6pcs 7 em 1 abridor ferramenta conveniente cozinha pode Garrafa Jar Eficiente Opener HHI-530598,https://www.tinydeal.com/pt/1246pcs-7-in-1-opener-convenient-kitchen-tool-can-bottle-jar-efficient-opener-p-165929.html,R$30.20,R$54.35 
2-em-1 SD / TF Card Reader com USB Adapter OTG / Micro-USB EPA-558805,https://www.tinydeal.com/pt/2-in-1-sd-tf-card-reader-with-usb-micro-usb-otg-adapter-p-177894.html,R$13.88,R$24.99 
HBQ i7 TWS Wireless Bluetooth Headphone V4.2 Binaural Earphone EEP-552229,https://www.tinydeal.com/pt/hbq-i7-tws-wireless-bluetooth-headphone-v42-binaural-earphone-p-200844.html,R$69.85,R$125.72 
NAVIFORCE 9146 Digital Watch Sport Wristwatch Quartz LCD Digital Leather RTH-574673,https://www.tinydeal.com/pt/naviforce-9146-digital-watch-sport-wristwatch-quartz-lcd-digital-leather-p-200854.html,R$132.78,R$172.60 
LED Queda de neve Rotating Night Light Projector Snowflake Spotlight Movimento Dinâmico HLT-533275,https://www.tinydeal.com/pt/led-snowfall-rotating-night-light-projector-snowflake-spotlight-dynamic-movement-p-167204.html,R$256.25,R$461.25 
Homens Mulheres Outdoor Escalada Meia Luvas Luvas de bicicleta S-547893,https://www.tinydeal.com/pt/men-women-outdoor-climbing-half-finger-gloves-cycling-gloves-p-174239.html,R$15.40,R$20.02 
NAVIFORCE 9182 Men Watch Top Brand Big Dial Sport Quartz Watches Waterproof WWT-581276,https://www.tinydeal.com/pt/naviforce-9182-men-watch-top-brand-big-dial-sport-quartz-watches-waterproof-p-200816.html,R$138.71,R$249.68 
NAVIFORCE 9110 Watch Men Fashion Casual Quartz 12/24H Day and Date Display WWT-580451,https://www.tinydeal.com/pt/naviforce-9110-watch-men-fashion-casual-quartz-1224h-day-and-date-display-p-200812.html,R$153.06,R$275.50 
NAVIFORCE Watches Mens Steel Business Dress Wrist Watch Waterproof Clock RTH-580144,https://www.tinydeal.com/pt/naviforce-watches-mens-steel-business-dress-wrist-watch-waterproof-clock-p-200810.html,R$146.45,R$263.61 
Waterproof Outdoor Sports Casual Men's Watch Watch Student Quartz Watch WWT-579530,https://www.tinydeal.com/pt/waterproof-outdoor-sports-casual-mens-watch-watch-student-quartz-watch-p-200805.html,R$46.27,R$83.29 
Interior do carro de prata Decor Porta ventilação Chrome Moulding guarnição Faixa de ventilação U 4m Estilo STH-540783,https://www.tinydeal.com/pt/silver-car-interior-decor-door-vent-chrome-moulding-trim-strip-vent-u-style-4m-p-171710.html,R$26.83,R$48.29 
Par de calor luvas de silicone resistente com Wash Scrubber HHI-560378,https://www.tinydeal.com/pt/pair-of-heat-resistant-silicone-gloves-with-wash-scrubber-p-178430.html,R$47.38,R$61.59 
Wine Aerator Pourer Decanter HHI-569829,https://www.tinydeal.com/pt/wine-aerator-pourer-decanter-p-181899.html,R$15.08,R$27.13 
Kemei KM-5600 2 in 1 Leather Case Men Electric Shaver Reciprocating RTH-577578,https://www.tinydeal.com/pt/kemei-km-5600-2-in-1-leather-case-men-electric-shaver-reciprocating-p-200794.html,R$56.82,R$102.26 
Resista azul claro Folding óculos de leitura portátil para Idosos Leia Eyewear EDT-564816,https://www.tinydeal.com/pt/resist-blue-light-folding-reading-glasses-portable-for-elderly-read-eyewear-p-181191.html,R$26.35,R$47.43 
Stainless Steel Travel Mug Insulated Tumbler with Lid Smart Digital Display HHI-580505,https://www.tinydeal.com/pt/stainless-steel-travel-mug-insulated-tumbler-with-lid-smart-digital-display-p-200888.html,R$93.13,R$167.63 
Transparent ID Card Holder PVC Folding Short Wallet High Grade Women Girl RTH-575785,https://www.tinydeal.com/pt/transparent-id-card-holder-pvc-folding-short-wallet-high-grade-women-girl-p-200877.html,R$33.17,R$59.70 
Unisex Professional Swimming Goggles Anti-Fog Adjustable Plating Eyewear S-581057,https://www.tinydeal.com/pt/unisex-professional-swimming-goggles-anti-fog-adjustable-plating-eyewear-p-200875.html,R$51.06,R$66.37 
Xiaomi Sothing Shoes Dryer Sterilization  Deodorization Standard HHI-580463,https://www.tinydeal.com/pt/xiaomi-sothing-shoes-dryer-sterilization-deodorization-standard-p-200820.html,R$74.48,R$134.07 
WLISTH Watch Men Trend Of Luminous Waterproof Strip Quartz Watch WWT-582503,https://www.tinydeal.com/pt/wlisth-watch-men-trend-of-luminous-waterproof-strip-quartz-watch-p-200750.html,R$74.96,R$134.93 
Aspherical lente metal Cristal Metade do quadro de leitura dos vidros Resina presbiopia Glasse HHI-558482,https://www.tinydeal.com/pt/aspherical-lens-metal-crystal-half-frame-reading-glasses-resin-presbyopia-glasse-p-179858.html,R$24.07,R$31.29 
Sothing Mosquito Swatter Portable Rechargeable Electric Mosquito Killer HHI-580938,https://www.tinydeal.com/pt/sothing-mosquito-swatter-portable-rechargeable-electric-mosquito-killer-p-200685.html,R$90.64,R$163.16 
Baseball Cap Mask Hanger Cap Unisex Smart Plain Hat RTH-583080,https://www.tinydeal.com/pt/baseball-cap-mask-hanger-cap-unisex-smart-plain-hat-p-200782.html,R$35.04,R$63.07 
Retro Humidification Towers Fan 2-in-1 Spray Desktop USB Humidification Fan HHIHE-582676,https://www.tinydeal.com/pt/retro-humidification-towers-fan-2-in-1-spray-desktop-usb-humidification-fan-p-200758.html,R$146.33,R$263.39 
Small Antler Humidifier Creative Portable USB Mini Desktop Humidifier HHI-580070,https://www.tinydeal.com/pt/small-antler-humidifier-creative-portable-usb-mini-desktop-humidifier-p-200757.html,R$42.31,R$76.14 
Baellerry Men Wallets Classic Long Style Card Holder Male Purse PU Zipper HHI-582390,https://www.tinydeal.com/pt/baellerry-men-wallets-classic-long-style-card-holder-male-purse-pu-zipper-p-200753.html,R$53.92,R$97.06 
10pcs 3 Way 4/7 milímetros T Mangueira conector f Garden Lawn Rega Sistema de Irrigação HHI-543533,https://www.tinydeal.com/pt/10pcs-3-way-47mm-tee-hose-connector-f-garden-lawn-watering-irrigation-system-p-172980.html,R$6.71,R$12.08 
60pc Mini Electric Grinder / DC12V Mini Electric Grinder / Micro Small Electric EDT-580646,https://www.tinydeal.com/pt/60pc-mini-electric-grinder-dc12v-mini-electric-grinder-micro-small-electric-p-200686.html,R$138.61,R$180.19 
Automatic Electric Drill Nozzle Adapter Nail Exit Bracket And Chain Kit Tools EDT-577159,https://www.tinydeal.com/pt/automatic-electric-drill-nozzle-adapter-nail-exit-bracket-and-chain-kit-tools-p-200671.html,R$141.66,R$169.99 
Removedor de poeira lavável rolo de roupas para cães Cabelo Fixo Wool- cores sortidas HHI-549382,https://www.tinydeal.com/pt/washable-dust-remover-roller-for-pet-clothes-hair-sticky-wool-color-assorted-p-174912.html,R$19.90,R$35.82 
Auto Car plug remover a ferramenta Terminal Extração Picareta Definir HHI-562365,https://www.tinydeal.com/pt/auto-car-plug-remove-tool-terminal-extraction-pick-set-p-179154.html,R$20.95,R$37.71 
Self Defense Pen Tool Tactical pessoais Pen Multipurpose Aviação Alumínio RTH-571816,https://www.tinydeal.com/pt/self-defense-pen-tool-personal-tactical-pen-multipurpose-aviation-aluminum-p-182330.html,R$21.16,R$27.51 
Cartão de memória TF Netac P500 32GB Classe 10 SDHC de memória flash EFM-550702,https://www.tinydeal.com/pt/netac-p500-32gb-class-10-sdhc-flash-memory-card-tf-memory-card-p-175495.html,R$30.20,R$39.26 
Tissue Box Car Sun-shading Board Hanging Box Tissue Titular RTH-438991,https://www.tinydeal.com/pt/car-tissue-box-sun-shading-board-hanging-tissue-box-holder-p-155390.html,R$16.45,R$21.38 
S6 esporte Bluetooth Wireless Headphones Fones de ouvido com microfone EEP-556228,https://www.tinydeal.com/pt/s6-sport-bluetooth-wireless-headphones-earbuds-with-mic-p-177327.html,R$17.43,R$22.66 
Auto pintura Pen Color Touch Up Branco zero Repair RTH-518648,https://www.tinydeal.com/pt/auto-paint-pen-color-touch-up-white-scratch-repair-p-161274.html,R$9.54,R$12.40 
ESTRELLA 32G USB 2.0 de alta velocidade Mini USB Flash Drive à prova d'água EUD-555514,https://www.tinydeal.com/pt/estrella-32g-usb20-high-speed-mini-flash-drive-waterproof-usb-p-176841.html,R$31.46,R$40.90 
4 pcs/set Triangle Welding Positioner Magnetic Fixed Angle Soldering Tool EDT-580647,https://www.tinydeal.com/pt/4-pcsset-triangle-welding-positioner-magnetic-fixed-angle-soldering-tool-p-200682.html,R$68.17,R$88.62 
Sem fios mãos-livres Bluetooth 4.1 Headset Stereo Headphone Sunglass Sunglass EVA-549330,https://www.tinydeal.com/pt/wireless-handsfree-bluetooth-41-headset-stereo-headphone-sunglass-sunglass-p-175303.html,R$60.51,R$108.92 
LED Solar Luzes Stair Passo luz PIR Sensor de Luz Luz Solar Retro HHI-556311,https://www.tinydeal.com/pt/led-solar-lights-stair-step-light-pir-motion-sensor-light-retro-solar-light-p-177510.html,R$31.36,R$56.44 
Planta 220V / 110VE27 2W 100LM 38 LED LED Spot Light Grown Luz HLT-351340,https://www.tinydeal.com/pt/220v110ve27-2w-100lm-38-led-led-spot-light-plant-grown-light-p-139691.html,R$32.62,R$42.40 
Malha Headphone Cotton Hat Bluetooth Wireless Music Speaker Handfree EEP-522346,https://www.tinydeal.com/pt/knitted-cotton-hat-bluetooth-wireless-music-speaker-handfree-headphone-p-162711.html,R$50.47,R$65.61 
Micro USB carregamento rápido cabo de dados 100 centímetros com Otário EPACB-554817,https://www.tinydeal.com/pt/micro-usb-fast-charging-data-cable-100cm-with-sucker-p-176681.html,R$33.08,R$59.53 
Ajustável Montanha Bicicleta Frente bicicletas / Rear Mud Guards-lamas Pára-lamas Set SBK-552442,https://www.tinydeal.com/pt/adjustable-mountain-bicycle-bike-frontrear-mud-guards-mudguard-fenders-set-p-176068.html,R$37.16,R$66.87 
Silicone de substituição Pulseira Pulseira Correia para Xiaomi Mi Banda 4/3 E-552697,https://www.tinydeal.com/pt/silicone-replacement-wristband-bracelet-strap-for-xiaomi-mi-band-43-p-176165.html,R$12.58,R$16.35 
Electric Makeup Brush Cleaner & Dryer Set Make up Brushes Washing Tool BBI-547253,https://www.tinydeal.com/pt/electric-makeup-brush-cleaner-dryer-set-make-up-brushes-washing-tool-p-200629.html,R$96.27,R$125.14 
Tubo de tecido gel de silicone joanete Fingers Separator Guarda alívio da dor Protetores BKH-532871,https://www.tinydeal.com/pt/fabric-gel-silicone-tube-bunion-fingers-separator-protectors-pain-relief-guard-p-167004.html,R$7.63,R$9.91 
Baellerry Men Wallet Luxury Long Clutch Handy Bag Male PU Leather Purse HHI-581294,https://www.tinydeal.com/pt/baellerry-men-wallet-luxury-long-clutch-handy-bag-male-pu-leather-purse-p-200644.html,R$62.63,R$81.41 
Calculadora Magnifier Solar com 10 centímetros Régua HHI-556564,https://www.tinydeal.com/pt/solar-magnifier-calculator-with-10cm-ruler-p-177432.html,R$9.58,R$17.24 
Original Xiaomi ZMI 10000mAh Power Bank rápido Trickle Charge 2.1A Fina E-518869,https://www.tinydeal.com/pt/original-xiaomi-zmi-10000mah-power-bank-fast-trickle-charge-21a-thin-p-161349.html,R$137.73,R$247.92 
Micro USB Cable 1m Quick Charge carregamento 2.1A e cabos de sincronização de dados EPACB-550611,https://www.tinydeal.com/pt/micro-usb-cable-1m-quick-charge-21a-charging-and-data-sync-cables-p-175476.html,R$10.97,R$19.73 
10pcs LED Light-up Balloon Luz LED inflável Lamp Balloon TDS-466939,https://www.tinydeal.com/pt/10pcs-led-light-up-balloon-light-led-inflatable-balloon-lamp-p-156244.html,R$18.20,R$23.66 
100PCS Árvore de Natal de madeira Unfinished Slices HHI-559906,https://www.tinydeal.com/pt/100pcs-wooden-christmas-tree-unfinished-slices-p-178305.html,R$11.95,R$15.54 
I9 TWS Bluetooth Earphones V4.2 com caso de carregamento magnética EEP-556241,https://www.tinydeal.com/pt/i9-tws-bluetooth-v42-earphones-with-magnetic-charging-case-p-177357.html,R$56.20,R$73.06 
125 x 4mm educacionais Buckyballs DIY magnéticos TDI-373077,https://www.tinydeal.com/pt/125-x-4mm-educational-magnetic-diy-buckyballs-p-144654.html,R$39.18,R$50.93 
L11 Bluetooth 5.0 TWS Earphones com o processo de carregamento EEP-567935,https://www.tinydeal.com/pt/l11-bluetooth-50-tws-earphones-with-charging-case-p-181519.html,R$58.41,R$75.93 
Camera 720p Mini Baby Monitor WIFI SCM-561291,https://www.tinydeal.com/pt/720p-mini-wifi-baby-monitor-camera-p-178826.html,R$101.71,R$132.22 
Mini Folding óculos de leitura + Classic Collection Caixa preta HHI-552401,https://www.tinydeal.com/pt/mini-folding-reading-glasses-black-case-classic-collection-p-176132.html,R$29.48,R$38.33 
216 x 3 milímetros Magnet Magnetic Praça Buckyballs Toy FTY-255959,https://www.tinydeal.com/pt/216-x-3mm-magnetic-magnet-square-buckyballs-toy-p-112349.html,R$40.91,R$53.18 
2.4GHz Wireless Mouse Mouse Óptico w / Receptor para MacBook / Laptop ECAMS-520534,https://www.tinydeal.com/pt/24ghz-wireless-optical-mouse-mice-w-receiver-for-macbook-laptop-p-162039.html,R$29.05,R$37.76 
5 LED Head Light Camping Caça Caminhadas Hat Torch caça HLT-521432,https://www.tinydeal.com/pt/5-led-head-light-fishing-camping-hunting-hiking-hat-torch-hunt-p-162504.html,R$11.90,R$15.47 
1M 6 LED 7 milímetros Lens IP67 endoscópio USB f Smartphone e PC Android EPA-501953,https://www.tinydeal.com/pt/1m-6-led-7mm-lens-ip67-usb-endoscope-f-android-smartphone-and-pc-p-157982.html,R$43.33,R$56.32 
Dog Chew Toy Macio Rubber Ball Brinquedos Pet limpeza dos dentes Mastigar Jogando HPI-541164,https://www.tinydeal.com/pt/dog-chew-toy-soft-rubber-ball-toys-pet-tooth-cleaning-chewing-playing-p-171712.html,R$15.84,R$20.59 
1 Bottle Chlorine Dioxide Effervescent Tablet Disinfection Tablet HHI-581243,https://www.tinydeal.com/pt/1-bottle-chlorine-dioxide-effervescent-tablet-disinfection-tablet-p-200333.html,R$31.00,R$40.30 
Luzes 4pcs Porta de Carro sem fio Luzes de Aviso Universal Safety Car Anti-colisão RTH-541635,https://www.tinydeal.com/pt/4pcs-wireless-car-door-warning-lights-universal-car-safety-anti-collision-lights-p-171976.html,R$34.98,R$45.48 
Car Charger original Xiaomi 12-24V 5V 3.6A Dual USB para Smartphone E-494439,https://www.tinydeal.com/pt/original-xiaomi-12-24v-5v-36a-dual-usb-car-charger-for-smartphone-p-157282.html,R$63.95,R$83.12 
X96 S905X 2GB + 16GB Android 6.0 4K A53 2GHz HDMI 2.0A Smart TV Box E-519332,https://www.tinydeal.com/pt/x96-s905x-2gb16gb-android-60-4k-a53-2ghz-hdmi-20a-smart-tv-box-p-161484.html,R$264.36,R$343.66 
Reino Unido Homem para Mulher Travel Power Adapter CAD-4779,https://www.tinydeal.com/pt/uk-male-to-female-travel-power-adapter-p-4287.html,R$9.37,R$12.18 
12V G4 2W 180LM 24 LED SMD 3014 LED milho bulbo Lâmpadas LED HLT-318722,https://www.tinydeal.com/pt/12v-g4-2w-180lm-24-led-smd-3014-led-corn-bulb-led-light-bulbs-p-131182.html,R$6.11,R$7.94 
Pegajosa amigos reutilizável pegajosa Picker Cleaner Lint rolo Pet escova Depilação HHI-539955,https://www.tinydeal.com/pt/sticky-buddy-reusable-sticky-picker-cleaner-lint-roller-pet-hair-remover-brush-p-171169.html,R$56.38,R$73.29 
Carro antiderrapante Painel Painel de Navegação Titular Slip Mat RTH-519917,https://www.tinydeal.com/pt/car-anti-slip-pad-navigation-holder-slip-mat-dashboard-p-161702.html,R$15.64,R$20.33 
Carregador de Bateria Universal para 3.7V Li-ion recarregável HHI-546215,https://www.tinydeal.com/pt/universal-battery-charger-for-37v-li-ion-rechargeable-battery-p-173909.html,R$18.83,R$22.59 
2pcs T10 5W 10 LED 5630 LED Canbus Lâmpada Car Lâmpadas LED - Branco RLT-356559,https://www.tinydeal.com/pt/2pcs-t10-5w-10-led-5630-led-canbus-lamp-car-led-bulbs-white-p-140741.html,R$13.39,R$17.40 
3 Furos latão ajustável spray de nebulização Bicos de jardinagem Sprinklers HHI-394236,https://www.tinydeal.com/pt/3-holes-adjustable-brass-spray-misting-nozzle-gardening-sprinklers-p-149623.html,R$12.20,R$15.85 
Lightweight suporte para garrafa de Carbono-Fibra-Style estrada da bicicleta SBK-528582,https://www.tinydeal.com/pt/lightweight-carbon-fiber-style-road-bicycle-bottle-holder-p-165193.html,R$19.97,R$25.95 
-30 ℃ ~ 40 ℃ Pointer exibição Frigorífico Termômetro HHI-559913,https://www.tinydeal.com/pt/-30℃40℃-pointer-display-fridge-thermometer-p-178288.html,R$10.89,R$14.14 
2Pcs / Set DIY Rivet Stud Anel w Parafuso Cabeça Redonda screwback Botão Kit Studs Screw DTH-542482,https://www.tinydeal.com/pt/2pcsset-diy-rivet-stud-ring-w-screw-round-head-screwback-button-studs-screw-kit-p-172395.html,R$17.30,R$22.49 
Sensor de Movimento 6 LED Luz da noite para o banheiro corredor HHI-556231,https://www.tinydeal.com/pt/motion-sensor-6-led-night-light-for-hallway-bathroom-p-177343.html,R$26.40,R$34.32 
Relógio de quartzo com data Window & Woven Band para Homem WWT-558397,https://www.tinydeal.com/pt/quartz-watch-with-date-window-woven-band-for-man-p-179643.html,R$33.89,R$44.05 
Em forma de doces Cabo 20CM Micro-USB com Caixa de armazenamento de carga / sincronização de dados EPA-525809,https://www.tinydeal.com/pt/candy-shaped-cable-micro-usb-20cm-with-storage-box-chargingdata-sync-p-164386.html,R$9.17,R$11.92 
Smael Sports Homens Relógios LED relógio de quartzo impermeável Homens de Negócios Assista WWT-531259,https://www.tinydeal.com/pt/smael-sports-men-watches-led-quartz-watch-waterproof-men-business-watch-p-166282.html,R$58.53,R$105.35 
Telescópica Pen Telepen Chaveiro telescópica Pen HHIHE-572851,https://www.tinydeal.com/pt/telescopic-pen-telepen-keyring-telescoping-pen-p-182663.html,R$18.12,R$23.56 
Chinese Reflexologia Passeio Pedra dor aliviar Massager Pé Leg HHI-550644,https://www.tinydeal.com/pt/chinese-reflexology-walk-stone-pain-relieve-foot-leg-massager-p-175398.html,R$53.95,R$70.13 
Aberto à frente chinelos de pano Spa Hotel Unisex Chinelos por Homens HHI-522269,https://www.tinydeal.com/pt/open-toe-slippers-cloth-spa-hotel-unisex-slippers-for-men-p-162648.html,R$14.21,R$18.46 
Baellerry D3206 PU Homens Wallet Titular Curto Coin Purse Cartão Vintage bolso RTH-571841,https://www.tinydeal.com/pt/baellerry-d3206-pu-men-wallet-short-purse-coin-pocket-vintage-card-holder-p-182796.html,R$40.94,R$53.21 
Vestuário resistente ao calor Mat engomadoria HHI-557331,https://www.tinydeal.com/pt/clothing-heat-resistant-ironing-mat-p-177803.html,R$9.38,R$12.19 
Toe Caps para dedos em martelo Gel Dedo Toe Tubes Protector Friction alívio da dor BKH-532867,https://www.tinydeal.com/pt/toe-caps-for-hammer-toes-gel-finger-toe-tubes-protector-friction-pain-relief-p-167003.html,R$6.09,R$7.91 
Em Ear / Gancho Estilo Fones de ouvido IP5X impermeável auscultadores HiFi Super Bass EEP-551751,https://www.tinydeal.com/pt/in-ear-earhook-style-earphones-ip5x-waterproof-headphone-hifi-super-bass-p-175840.html,R$21.28,R$27.67 
Processo de plástico ABS para Raspberry Pi 3 Modelo B & Raspberry Pi 2 E-524988,https://www.tinydeal.com/pt/abs-plastic-case-for-raspberry-pi-3-model-b-raspberry-pi-2-p-163950.html,R$13.95,R$18.14 
100ml Mini umidificador de ar ultra Aroma Difusor de luz LED Noite STH-487678,https://www.tinydeal.com/pt/100ml-mini-ultrasonic-air-humidifier-aroma-diffuser-led-night-light-p-161211.html,R$61.69,R$80.18 
1 Meias de renda Invisibilidade Meias finas Lace No Show Meias Anti-derrapante Pares Femininos HHI-532027,https://www.tinydeal.com/pt/1-pair-womens-lace-socks-invisibility-hosiery-thin-lace-no-show-socks-anti-slip-p-166431.html,R$7.67,R$9.97 
Stainless Steel Crinkle Cut Knife Potato Chip ondulado Cortador S-517392,https://www.tinydeal.com/pt/stainless-steel-crinkle-cut-knife-potato-chip-wavy-cutter-p-160672.html,R$14.15,R$18.39 
4 em 1 multifuncional anel de retenção Alicate auto-bloqueio Alicates HHI-544209,https://www.tinydeal.com/pt/4-in-1-multifunctional-retaining-ring-pliers-auto-lock-circlip-pliers-p-173193.html,R$35.64,R$46.33 
12-in-1 elástica mágica Lenço S-567886,https://www.tinydeal.com/pt/12-in-1-elastic-magic-scarf-p-181521.html,R$8.88,R$10.65 
Zíper de nylon da malha lavar roupas Bag HHI-561078,https://www.tinydeal.com/pt/zippered-nylon-mesh-clothes-washing-bag-p-178670.html,R$12.36,R$16.07 
USAMS Car Phone Holder Air Vent montar titular de 360 ° Rotatable Car Suporte móvel RTH-544713,https://www.tinydeal.com/pt/usams-car-phone-holder-air-vent-mount-holder-360°-rotatable-car-mobile-stand-p-173782.html,R$32.70,R$42.50 
500M Linha Premium Pesca Nylon material superior forte e resistente à abrasão SFS-545528,https://www.tinydeal.com/pt/500m-premium-fishing-line-nylon-material-superior-strong-and-abrasion-resistant-p-173725.html,R$37.45,R$48.69 
1/2/4 pcs Solar Powered Air Vent Cooling Fan Car Ventilação Refrigerador Radiator HSI-531324,https://www.tinydeal.com/pt/124-pcs-solar-powered-air-vent-cooling-fan-car-ventilation-cooler-radiator-p-166233.html,R$91.19,R$118.55 
LED Grow Lâmpada 20W E27 LED Grow Lâmpada Luz Bulbo 166 Vermelho 34 Azul HLT-544616,https://www.tinydeal.com/pt/led-grow-lamp-20w-e27-led-grow-light-plant-lamp-bulb-166-red-34-blue-p-173385.html,R$29.61,R$38.50 
DC12V portátil carro Washer bomba eléctrica potente 80W High Pressure Wash Gun RTH-545387,https://www.tinydeal.com/pt/dc12v-portable-car-washer-pump-electric-powerful-80w-high-pressure-wash-gun-p-173761.html,R$267.01,R$347.10 
Mud lavagem do carro Auto Magic Clean barra de argila para a magia da limpeza do carro detalhando HHI-545345,https://www.tinydeal.com/pt/car-washing-mud-auto-magic-clean-clay-bar-for-magic-car-detailing-cleaning-p-173668.html,R$29.91,R$38.89 
Manequim de Segurança Vigilância Falso Camera CCTV Dome com luz piscante LED vermelho TTH-539440,https://www.tinydeal.com/pt/dummy-fake-surveillance-security-cctv-dome-camera-with-flashing-red-led-light-p-179138.html,R$34.43,R$44.75 
SanDisk 32GB Classe 4 Micro SDHC Memory Card SATF32G,https://www.tinydeal.com/pt/sandisk-32gb-class-4-micro-sdhc-memory-card-p-26445.html,R$65.50,R$117.89 
35pcs macia Set Worm Lure Carp Fishing Lure + 10 Chumbo Cabeça de Jig Hooks S-551570,https://www.tinydeal.com/pt/35pcs-soft-worm-lure-carp-fishing-lure-set-10-lead-head-jig-hooks-p-175694.html,R$23.70,R$30.81 
